Test,Message,Mean,Deviation,Count
ScaleVector2D,67.5298643112183,2.6390994580828,4194304
ScaleVector3D,66.9861316680908,1.5129743839874,4194304
MultiplyVector2D,68.5614490509033,2.18879053071825,4194304
MultiplyVector3D,70.121603012085,1.69823753916279,4194304
TranslateVector2D,49.6883487701416,1.88306457459553,8388608
TranslateVector3D,56.9145965576172,2.3558041462596,8388608
SubstractVector2D,68.9780521392822,4.49386878550786,4194304
SubstractVector3D,70.2518272399902,4.39868665158897,4194304
LengthVector2D,26.6975140571594,0.795617188441641,16777216
LengthVector3D,34.0539169311523,1.55063087360958,8388608
Dotproduct2D,30.0716114044189,0.200225778463458,8388608
Dotproduct3D,32.9100012779236,1.66527366332433,8388608
MemTest,716776.796875,7213.05704779405,512
Prime,4184.58770751953,17.5384580758667,65536
Sestoft,43.0738186836243,1.16081570437768,8388608
