Test,Message,Mean,Deviation,Count
ScaleVector2D,32.3827385902405,4.81011960742319,8388608
ScaleVector3D,64.0030241012573,3.26047613550787,4194304
MultiplyVector2D,29.856972694397,0.180670337121509,8388608
MultiplyVector3D,54.8050618171692,1.94366107318753,8388608
TranslateVector2D,23.0178475379944,0.0798596870709871,16777216
TranslateVector3D,30.6429958343506,0.0991439955218006,8388608
SubstractVector2D,36.3378047943115,1.79876763368618,8388608
SubstractVector3D,35.9090042114258,1.0576978768403,8388608
LengthVector2D,26.616039276123,0.444749524906719,16777216
LengthVector3D,30.7621145248413,0.0995945031837761,8388608
Dotproduct2D,12.6110416650772,1.03666123776988,33554432
Dotproduct3D,24.2808640003204,0.424967957062287,16777216
MemTest,692183.8671875,13224.5349215247,512
Prime,2243.27896118164,108.285018681971,131072
Sestoft,35.6945633888245,0.10654742409717,8388608
