Test,Message,Mean,Deviation,Count
ScaleVector2D,64.3713045120239,0.272360552135671,4194304
ScaleVector3D,63.0942058563232,0.458194486603319,4194304
MultiplyVector2D,66.5789413452148,0.236276215766461,4194304
MultiplyVector3D,64.8360872268677,0.547360513919747,4194304
TranslateVector2D,45.5790376663208,0.234060289705023,8388608
TranslateVector3D,52.7244353294373,2.94362650927833,8388608
SubstractVector2D,76.3014793395996,5.84934137446579,4194304
SubstractVector3D,72.6279354095459,2.13830263512713,4194304
LengthVector2D,28.6454844474792,0.814288136000879,16777216
LengthVector3D,29.840190410614,0.181408868273126,16777216
Dotproduct2D,31.0428428649902,0.1741539477223,8388608
Dotproduct3D,32.1780562400818,0.285692878804841,8388608
MemTest,501276.2109375,7353.65156876748,512
Prime,4843.36151123047,13.4308560645518,65536
Sestoft,47.6398420333862,0.680430690069886,8388608
